ensembl_gene_id,DNASU_CloneID,GeneSymbol,description.ASUCloneT,TF_Name,Family_Name,DBDs,Superclass,Class,Family,Subfamily,TRANSFAC,UNIPROT,UNIPROT_HUMAN,UNIPROT_MOUSE,UNIPROT_RAT,description.ASUCloneF
ENSG00000152439,HsCD00080061,ZNF773,zinc finger protein 773 [Source:HGNC Symbol;Acc:HGNC:30487],ZNF773,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.42,PR000677783,NA,Q6PK81,,,NA
ENSG00000152443,HsCD00515751,ZNF776,zinc finger protein 776 [Source:HGNC Symbol;Acc:HGNC:26765],ZNF776,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.53,PR000677728,NA,Q68DI1,,,NA
ENSG00000152454,HsCD00512287,ZNF256,zinc finger protein 256 [Source:HGNC Symbol;Acc:HGNC:13049],ZNF256,C2H2 ZF,zf-C2H2,2,2.3,2.3.4,2.3.4.1,PR000677220,NA,Q9Y2P7,,,NA
ENSG00000152467,HsCD00511569,ZSCAN1,zinc finger and SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23712],ZSCAN1,C2H2 ZF,zf-C2H2,2,2.3,2.3.2,2.3.2.3,PR000677730,NA,Q8NBB4,,,NA
ENSG00000152475,HsCD00515908,ZNF837,zinc finger protein 837 [Source:HGNC Symbol;Acc:HGNC:25164],ZNF837,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000678282,NA,Q96EG3,,,NA
ENSG00000152804,HsCD00079547,HHEX,hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901],HHEX,Homeodomain,Homeobox,3,3.1,3.1.2,3.1.2.8,PR000010327,NA,Q03014,P43120,Q9WV22,NA
ENSG00000152977,HsCD00515697,ZIC1,Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872],ZIC1,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.1,PR000021835,NA,Q15915,P46684,Q9JKY2,NA
ENSG00000153234,HsCD00296605,NR4A2,nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981],NR4A2,Nuclear receptor,zf-C4,2,2.1,2.1.4,,PR000005842,NA,P43354,Q06219,Q07917,NA
ENSG00000153560,HsCD00079628,UBP1,upstream binding protein 1 (LBP-1a) [Source:HGNC Symbol;Acc:HGNC:12507],UBP1,Grainyhead,CP2,6,6.7,6.7.2,,PR000029657,NA,Q9NZI7,Q811S7,D4A030,NA
ENSG00000153779,HsCD00718599,TGIF2LX,"TGFB-induced factor homeobox 2-like, X-linked [Source:HGNC Symbol;Acc:HGNC:18570]",TGIF2LX,Homeodomain,Homeobox,3,3.1,3.1.4,3.1.4.6,PR000677578,NA,Q8IUE1,Q8K5B9,D3ZEM3,NA
ENSG00000153879,HsCD00042152,CEBPG,"CCAAT/enhancer binding protein (C/EBP), gamma [Source:HGNC Symbol;Acc:HGNC:1837]",CEBPG,bZIP,bZIP_1,1,1.1,1.1.8,1.1.8.1,PR000016126,NA,P53567,P53568,P26801,NA
ENSG00000153896,HsCD00080053,ZNF599,zinc finger protein 599 [Source:HGNC Symbol;Acc:HGNC:26408],ZNF599,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.54,PR000676939,NA,Q96NL3,,,NA
ENSG00000154727,HsCD00351722,GABPA,GA binding protein transcription factor alpha subunit [Source:HGNC Symbol;Acc:HGNC:4071],GABPA,Ets,Ets,3,3.5,3.5.2,3.5.2.1,PR000007598,NA,Q06546,Q00422,D4ACQ9,NA
ENSG00000154832,HsCD00514364,CXXC1,CXXC finger protein 1 [Source:HGNC Symbol;Acc:HGNC:24343],CXXC1,CxxC,zf-CXXC,2,2.6,2.6.1,,PR000678267,NA,Q9P0U4,Q9CWW7,A1A5S2,NA
ENSG00000154957,HsCD00513300,ZNF18,zinc finger protein 18 [Source:HGNC Symbol;Acc:HGNC:12969],ZNF18,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000677355,NA,P17022,Q810A1,Q642B9,NA
ENSG00000155090,HsCD00296967,KLF10,Kruppel-like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810],KLF10,C2H2 ZF,zf-C2H2,2,2.3,2.3.1,2.3.1.2,PR000011185,NA,Q13118,O89091,O08876,NA
ENSG00000155545,HsCD00296216,MIER3,"mesoderm induction early response 1, family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]",MIER3,Myb/SANT,Myb_DNA-binding,3,3.5,3.5.1,3.5.1.3,PR000701657,NA,Q7Z3K6,Q3UHF3,H9BFG6,NA
ENSG00000155592,HsCD00505923,ZKSCAN2,zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677],ZKSCAN2,"C2H2 ZF,MADF","zf-C2H2,MADF_DNA_bdg",2,2.3,2.3.3,2.3.3.19,PR000676896,NA,Q63HK3,G3X952,D3ZXU0,NA
ENSG00000156127,HsCD00001222,BATF,"basic leucine zipper transcription factor, ATF-like [Source:HGNC Symbol;Acc:HGNC:958]",BATF,bZIP,bZIP_1,1,1.1,1.1.4,,PR000011736,NA,Q16520,O35284,D4A7E1,NA
ENSG00000156150,HsCD00515525,ALX3,ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449],ALX3,Homeodomain,Homeobox,3,3.1,3.1.3,3.1.3.1,PR000015172,NA,O95076,O70137,Q6RW14,NA
ENSG00000156273,HsCD00514572,BACH1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:935]",BACH1,bZIP,bZIP_1,1,1.1,1.1.1,1.1.1.2,PR000006229,NA,O14867,P97302,D4ACD2,NA
ENSG00000156853,HsCD00512536,ZNF689,zinc finger protein 689 [Source:HGNC Symbol;Acc:HGNC:25173],ZNF689,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.66,PR000676387,NA,Q96CS4,Q8BKK5,Q99PJ7,NA
ENSG00000156925,HsCD00353735,ZIC3,Zic family member 3 [Source:HGNC Symbol;Acc:HGNC:12874],ZIC3,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.1,PR000677405,NA,O60481,Q62521,F1M4Q0,NA
ENSG00000157259,HsCD00718337,GATAD1,GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941],GATAD1,GATA,GATA,2,2.2,2.2.1,2.2.1.2,PR000690894,NA,Q8WUU5,Q920S3,D4A3T2,NA
ENSG00000157429,HsCD00352875,ZNF19,zinc finger protein 19 [Source:HGNC Symbol;Acc:HGNC:12981],ZNF19,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000677358,NA,P17023,,,NA
ENSG00000157554,HsCD00082396,ERG,v-ets avian erythroblastosis virus E26 oncogene homolog [Source:HGNC Symbol;Acc:HGNC:3446],ERG,Ets,Ets,3,3.5,3.5.2,3.5.2.1,PR000015409,NA,P11308,P81270,Q6IMZ7,NA
ENSG00000157557,HsCD00744473,ETS2,v-ets avian erythroblastosis virus E26 oncogene homolog 2 [Source:HGNC Symbol;Acc:HGNC:3489],ETS2,Ets,Ets,3,3.5,3.5.2,3.5.2.1,PR000008686,NA,P15036,Q99K36,D4AAH4,NA
ENSG00000157613,HsCD00041548,CREB3L1,cAMP responsive element binding protein 3-like 1 [Source:HGNC Symbol;Acc:HGNC:18856],CREB3L1,bZIP,bZIP_1,1,1.1,1.1.7,1.1.7.2,PR000097329,NA,Q96BA8,Q9Z125,Q66HA2,NA
ENSG00000158691,HsCD00514101,ZSCAN12,zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172],ZSCAN12,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000003732,NA,O43309,Q9Z1D7,Q8CIS8,NA
ENSG00000158773,HsCD00082277,USF1,upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593],USF1,bHLH,HLH,1,1.2,1.2.6,1.2.6.2,PR000007872,NA,P22415,Q61069,O35410,NA
ENSG00000158805,HsCD00513946,ZNF276,zinc finger protein 276 [Source:HGNC Symbol;Acc:HGNC:23330],ZNF276,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.3,PR000453721,NA,Q8N554,Q8CE64,F1LN08,NA
ENSG00000159184,HsCD00042193,HOXB13,homeobox B13 [Source:HGNC Symbol;Acc:HGNC:5112],HOXB13,Homeodomain,Homeobox,3,3.1,3.1.1,3.1.1.8,PR000010356,NA,Q92826,P70321,D3ZWL5,NA
ENSG00000159216,HsCD00515820,RUNX1,runt-related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471],RUNX1,Runt,Runt,6,6.4,6.4.1,,PR000007701,NA,Q01196,Q03347,Q63046,NA
ENSG00000159263,HsCD00744988,SIM2,single-minded family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883],SIM2,bHLH,HLH,1,1.2,1.2.5,1.2.5.1,PR000021414,NA,Q14190,Q61079,D4AA36,NA
ENSG00000159556,HsCD00079567,ISL2,ISL LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18524],ISL2,Homeodomain,Homeobox,3,3.1,3.1.5,3.1.5.1,PR000699772,NA,Q96A47,Q9CXV0,P50480,NA
ENSG00000159882,HsCD00622843,ZNF230,zinc finger protein 230 [Source:HGNC Symbol;Acc:HGNC:13024],ZNF230,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.47,PR000676260,NA,Q9UIE0,,,NA
ENSG00000159905,HsCD00079570,ZNF221,zinc finger protein 221 [Source:HGNC Symbol;Acc:HGNC:13014],ZNF221,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.47,PR000676235,NA,Q9UK13,,,NA
ENSG00000160094,HsCD00079661,ZNF362,zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079],ZNF362,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.37,PR000677661,NA,Q5T0B9,,,NA
ENSG00000160113,HsCD00719361,NR2F6,nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977],NR2F6,Nuclear receptor,zf-C4,2,2.1,2.1.3,2.1.3.5,PR000010750,NA,P10588,P43136,O09017,NA
ENSG00000160199,HsCD00041700,PKNOX1,PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022],PKNOX1,Homeodomain,Homeobox,3,3.1,3.1.4,3.1.4.5,PR000014387,NA,P55347,O70477,Q5BJP1,NA
ENSG00000160224,HsCD00745270,AIRE,autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360],AIRE,SAND,SAND,5,5.3,5.3.1,,PR000013520,NA,O43918,Q9Z0E3,D3ZV49,NA
ENSG00000160685,HsCD00296703,ZBTB7B,zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668],ZBTB7B,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.8,PR000060910,NA,O15156,Q64321,D4A579,NA
ENSG00000160908,HsCD00079776,ZNF394,zinc finger protein 394 [Source:HGNC Symbol;Acc:HGNC:18832],ZNF394,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000676367,NA,Q53GI3,Q9Z1D9,Q9Z2K3,NA
ENSG00000160961,HsCD00622922,ZNF333,zinc finger protein 333 [Source:HGNC Symbol;Acc:HGNC:15624],ZNF333,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.40,PR000461321,NA,Q96JL9,,,NA
ENSG00000161277,HsCD00288069,THAP8,THAP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23191],THAP8,THAP finger,THAP,2,2.9,2.9.1,,PR000693979,NA,Q8NA92,,,NA
ENSG00000161405,HsCD00079542,IKZF3,IKAROS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13178],IKZF3,C2H2 ZF,zf-C2H2,2,2.3,2.3.4,2.3.4.4,PR000013490,NA,Q9UKT9,O08900,D3ZSW3,NA
ENSG00000161551,HsCD00080015,ZNF577,zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673],ZNF577,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.30,PR000676379,NA,Q9BSK1,,,NA
ENSG00000161914,HsCD00512561,ZNF653,zinc finger protein 653 [Source:HGNC Symbol;Acc:HGNC:25196],ZNF653,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.3,PR000677604,NA,Q96CK0,Q6YND2,D3ZM61,NA
ENSG00000161940,HsCD00079961,BCL6B,"B-cell CLL/lymphoma 6, member B [Source:HGNC Symbol;Acc:HGNC:1002]",BCL6B,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.22,PR000716772,NA,Q8N143,O88282,D3ZTN3,NA
ENSG00000162086,HsCD00509017,ZNF75A,zinc finger protein 75a [Source:HGNC Symbol;Acc:HGNC:13146],ZNF75A,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.6,PR000677423,NA,Q96N20,,,NA
ENSG00000162419,HsCD00513977,GMEB1,glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4370],GMEB1,SAND,SAND,5,5.3,5.3.3,5.3.3.1,PR000015176,NA,Q9Y692,Q9JL60,Q9QUZ8,NA
ENSG00000162599,HsCD00744889,NFIA,nuclear factor I/A [Source:HGNC Symbol;Acc:HGNC:7784],NFIA,SMAD,MH1,7,7.1,7.1.2,,PR000015702,NA,Q12857,Q02780,P09414,NA
ENSG00000162624,HsCD00288013,LHX8,LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838],LHX8,Homeodomain,Homeobox,3,3.1,3.1.5,3.1.5.5,PR000677821,NA,Q68G74,O35652,G3V6V6,NA
ENSG00000162676,HsCD00040147,GFI1,growth factor independent 1 transcription repressor [Source:HGNC Symbol;Acc:HGNC:4237],GFI1,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.21,PR000020129,NA,Q99684,P70338,Q07120,NA
ENSG00000162702,HsCD00514635,ZNF281,zinc finger protein 281 [Source:HGNC Symbol;Acc:HGNC:13075],ZNF281,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.13,PR000006445,NA,Q9Y2X9,Q99LI5,,NA
ENSG00000162714,HsCD00042188,ZNF496,zinc finger protein 496 [Source:HGNC Symbol;Acc:HGNC:23713],ZNF496,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000450886,NA,Q96IT1,Q5SXI5,F1LVS9,NA
ENSG00000162761,HsCD00507148,LMX1A,"LIM homeobox transcription factor 1, alpha [Source:HGNC Symbol;Acc:HGNC:6653]",LMX1A,Homeodomain,Homeobox,3,3.1,3.1.5,3.1.5.6,PR000005838,NA,Q8TE12,Q9JKU8,F1LRJ8,NA
ENSG00000162772,HsCD00041711,ATF3,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785],ATF3,bZIP,bZIP_1,1,1.1,1.1.2,1.1.2.2,PR000006399,NA,P18847,Q60765,P29596,NA
ENSG00000162924,HsCD00353717,REL,v-rel avian reticuloendotheliosis viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:9954],REL,Rel,RHD,6,6.1,6.1.1,6.1.1.2,PR000015526,NA,Q04864,P15307,F1M5R1,NA
ENSG00000162992,HsCD00040521,NEUROD1,neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7762],NEUROD1,bHLH,HLH,1,1.2,1.2.3,1.2.3.4,PR000014591,NA,Q13562,Q60867,Q64289x,NA
ENSG00000163132,HsCD00719081,MSX1,msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391],MSX1,Homeodomain,Homeobox,3,3.1,3.1.2,3.1.2.11,PR000007673,NA,P28360,P13297,G3V6U7,NA
ENSG00000163435,HsCD00305039,ELF3,"E74-like factor 3 (ets domain transcription factor, epithelial-specific ) [Source:HGNC Symbol;Acc:HGNC:3318]",ELF3,Ets,Ets,3,3.5,3.5.2,3.5.2.4,PR000008891,NA,P78545,Q3UPW2,Q4V7E1,NA
ENSG00000163497,HsCD00042470,FEV,FEV (ETS oncogene family) [Source:HGNC Symbol;Acc:HGNC:18562],FEV,Ets,Ets,3,3.5,3.5.2,3.5.2.1,PR000019756,NA,Q99581,Q8QZW2,O70132,NA
ENSG00000163508,HsCD00745752,EOMES,eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372],EOMES,T-box,T-box,6,6.5,6.5.2,,PR000005959,NA,O95936,O54839,D3ZY52,NA
ENSG00000163666,HsCD00079616,HESX1,HESX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4877],HESX1,Homeodomain,Homeobox,3,3.1,3.1.3,3.1.3.10,PR000013770,NA,Q9UBX0,Q61658,D4AEG9,NA
ENSG00000163792,HsCD00514991,TCF23,transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602],TCF23,bHLH,HLH,1,1.2,1.2.3,1.2.3.3,PR000714741,NA,Q7RTU1,Q9JLR5,D4A6W7,NA
ENSG00000163795,HsCD00079553,ZNF513,zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498],ZNF513,C2H2 ZF,zf-C2H2,2,2.3,2.3.4,2.3.4.0,PR000677624,NA,Q8N8E2,Q6PD29,Q5FWU5,NA
ENSG00000163848,HsCD00512633,ZNF148,zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933],ZNF148,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.13,PR000006446,NA,Q9UQR1,Q61624,Q62806,NA
ENSG00000163884,HsCD00039748,KLF15,Kruppel-like factor 15 [Source:HGNC Symbol;Acc:HGNC:14536],KLF15,C2H2 ZF,zf-C2H2,2,2.3,2.3.1,2.3.1.2,PR000010557,NA,Q9UIH9,Q9EPW2,Q5FVT6,NA
ENSG00000163909,HsCD00080054,HEYL,hes-related family bHLH transcription factor with YRPW motif-like [Source:HGNC Symbol;Acc:HGNC:4882],HEYL,bHLH,HLH,1,1.2,1.2.4,1.2.4.1,PR000007787,NA,Q9NQ87,Q9DBX7,D3ZIH3,NA
ENSG00000164011,HsCD00079774,ZNF691,zinc finger protein 691 [Source:HGNC Symbol;Acc:HGNC:28028],ZNF691,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000698682,NA,Q5VV52,Q3TDE8,B2GV80,NA
ENSG00000164093,HsCD00042427,PITX2,paired-like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005],PITX2,Homeodomain,Homeobox,3,3.1,3.1.3,3.1.3.19,PR000006169,NA,Q99697,P97474,Q9R0W1,NA
ENSG00000164093,HsCD00042427,PITX2,paired-like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005],PITX2,Homeodomain,Homeobox,3,3.1,3.1.3,3.1.3.19,PR000010856,NA,O75364,O35160,P81062,NA
ENSG00000164107,HsCD00744357,HAND2,heart and neural crest derivatives expressed 2 [Source:HGNC Symbol;Acc:HGNC:4808],HAND2,bHLH,HLH,1,1.2,1.2.3,1.2.3.2,PR000005907,NA,P61296,Q61039,P61295,NA
ENSG00000164330,HsCD00079860,EBF1,early B-cell factor 1 [Source:HGNC Symbol;Acc:HGNC:3126],EBF1,bHLH,HLH,6,6.1,6.1.5,,PR000459776,NA,Q9UH73,Q07802,Q63398,NA
ENSG00000164438,HsCD00041824,TLX3,T-cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13532],TLX3,Homeodomain,Homeobox,3,3.1,3.1.2,3.1.2.21,PR000011205,NA,O43711,O55144,G3V6M6,NA
ENSG00000164600,HsCD00079786,NEUROD6,neuronal differentiation 6 [Source:HGNC Symbol;Acc:HGNC:13804],NEUROD6,bHLH,HLH,1,1.2,1.2.3,1.2.3.4,PR000461286,NA,Q96NK8,P48986,B5DEY7,NA
ENSG00000164683,HsCD00509126,HEY1,hes-related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880],HEY1,bHLH,HLH,1,1.2,1.2.4,1.2.4.1,PR000007783,NA,Q9Y5J3,Q9WV93,D3ZNI5,NA
ENSG00000164736,HsCD00081249,SOX17,SRY-box 17 [Source:HGNC Symbol;Acc:HGNC:18122],SOX17,Sox,HMG_box,4,4.1,4.1.1,4.1.1.6,PR000013618,NA,Q9H6I2,Q61473,G3V923,NA
ENSG00000164749,HsCD00022314,HNF4G,"hepatocyte nuclear factor 4, gamma [Source:HGNC Symbol;Acc:HGNC:5026]",HNF4G,Nuclear receptor,zf-C4,2,2.1,2.1.3,2.1.3.2,PR000008447,NA,Q14541,Q9WUU6,F1M342,NA
ENSG00000164778,HsCD00718789,EN2,engrailed homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3343],EN2,Homeodomain,Homeobox,3,3.1,3.1.2,3.1.2.7,PR000005796,NA,P19622,P09066,D3Z8B1,NA
ENSG00000164920,HsCD00508726,OSR2,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830],OSR2,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000708101,NA,Q8N2R0,Q91ZD1,Q6AY34,NA
ENSG00000165030,HsCD00512213,NFIL3,"nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]",NFIL3,bZIP,bZIP_1,1,1.1,1.1.8,1.1.8.2,PR000010691,NA,Q16649,O08750,Q6IMZ0,NA
ENSG00000165066,HsCD00082882,NKX6-3,NK6 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:26328],NKX6-3,Homeodomain,Homeobox,3,3.1,3.1.2,3.1.2.19,PR000677663,NA,A6NJ46,Q3UHX8,D3ZCL0,NA
ENSG00000165259,HsCD00718644,HDX,highly divergent homeobox [Source:HGNC Symbol;Acc:HGNC:26411],HDX,Homeodomain,Homeobox,3,3.1,3.1.10,3.1.10.8,PR000696472,NA,Q7Z353,Q14B70,D4A457,NA
ENSG00000165462,HsCD00079555,PHOX2A,paired-like homeobox 2a [Source:HGNC Symbol;Acc:HGNC:691],PHOX2A,Homeodomain,Homeobox,3,3.1,3.1.3,3.1.3.18,PR000014343,NA,O14813,Q62066,Q62782,NA
ENSG00000165495,HsCD00296147,PKNOX2,PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714],PKNOX2,Homeodomain,Homeobox,3,3.1,3.1.4,3.1.4.5,PR000008159,NA,Q96KN3,Q8BG99,D4ACG5,NA
ENSG00000165512,HsCD00507477,ZNF22,zinc finger protein 22 [Source:HGNC Symbol;Acc:HGNC:13012],ZNF22,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000676233,NA,P17026,Q9ERU3,Q9ERU2,NA
ENSG00000165556,HsCD00076146,CDX2,caudal type homeobox 2 [Source:HGNC Symbol;Acc:HGNC:1806],CDX2,Homeodomain,Homeobox,3,3.1,3.1.1,3.1.1.9,PR000005836,NA,Q99626,P43241,Q9ESV7,NA
ENSG00000165588,HsCD00076424,OTX2,orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522],OTX2,Homeodomain,Homeobox,3,3.1,3.1.3,3.1.3.17,PR000021493,NA,P32243,P80206,F2Z3S7,NA
ENSG00000165643,HsCD00746031,SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:27845],SOHLH1,bHLH,HLH,1,1.2,1.2.5,1.2.5.5,PR000677819,NA,Q5JUK2,Q6IUP1,D4A4L1,NA
ENSG00000165804,HsCD00508150,ZNF219,zinc finger protein 219 [Source:HGNC Symbol;Acc:HGNC:13011],ZNF219,C2H2 ZF,zf-C2H2,2,2.3,2.3.4,2.3.4.2,PR000027508,NA,Q9P2Y4,Q6IQX8,Q66H48,NA
ENSG00000165821,HsCD00506881,SALL2,spalt-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526],SALL2,C2H2 ZF,zf-C2H2,2,2.3,2.3.4,2.3.4.3,PR000275619,NA,Q9Y467,Q9QX96,D4ADE6x,NA
ENSG00000166188,HsCD00079823,ZNF319,zinc finger protein 319 [Source:HGNC Symbol;Acc:HGNC:13644],ZNF319,C2H2 ZF,zf-C2H2,2,2.3,2.3.4,2.3.4.23,PR000677531,NA,Q9P2F9,Q9ERR8,D4AEC6,NA
ENSG00000166211,HsCD00079904,SPIC,Spi-C transcription factor (Spi-1/PU.1 related) [Source:HGNC Symbol;Acc:HGNC:29549],SPIC,Ets,Ets,3,3.5,3.5.2,3.5.2.5,PR000676396,NA,Q8N5J4,Q6P3D7,D4A5A4,NA
ENSG00000166261,HsCD00399436,ZNF202,zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994],ZNF202,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000068386,NA,O95125,Q8C879,D4A7G1,NA
ENSG00000166478,HsCD00079918,ZNF143,zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928],ZNF143,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.28,PR000006443,NA,P52747,O70230,Q5XIU2,NA
ENSG00000166526,HsCD00511313,ZNF3,zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:13089],ZNF3,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.34,PR000677227,NA,P17036,,,NA
ENSG00000166529,HsCD00080013,ZSCAN21,zinc finger and SCAN domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13104],ZSCAN21,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000458013,NA,Q9Y5A6,Q07231,,NA
ENSG00000166823,HsCD00080018,MESP1,mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658],MESP1,bHLH,HLH,1,1.2,1.2.3,1.2.3.3,PR000677522,NA,Q9BRJ9,P97309,D3ZUG3,NA
ENSG00000166860,HsCD00516217,ZBTB39,zinc finger and BTB domain containing 39 [Source:HGNC Symbol;Acc:HGNC:29014],ZBTB39,C2H2 ZF,zf-C2H2,2,2.3,2.3.4,2.3.4.0,PR000677450,NA,O15060,Q6PDK0,D3ZC02,NA
ENSG00000166888,HsCD00505814,STAT6,"signal transducer and activator of transcription 6, interleukin-4 induced [Source:HGNC Symbol;Acc:HGNC:11368]",STAT6,STAT,STAT_bind,6,6.2,6.2.1,,PR000014201,NA,P42226,P52633,Q1KQ07,NA
ENSG00000166949,HsCD00079966,SMAD3,SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769],SMAD3,SMAD,MH1,7,7.1,7.1.1,7.1.1.1,PR000005926,NA,P84022,Q8BUN5,P84025,NA
ENSG00000167034,HsCD00079767,NKX3-1,NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838],NKX3-1,Homeodomain,Homeobox,3,3.1,3.1.2,3.1.2.16,PR000273680,NA,Q99801,P97436,Q497B7,NA
ENSG00000167074,HsCD00039467,TEF,thyrotrophic embryonic factor [Source:HGNC Symbol;Acc:HGNC:11722],TEF,bZIP,bZIP_1,1,1.1,1.1.8,1.1.8.2,PR000006418,NA,Q10587,Q9JLC6,P41224,NA
ENSG00000167182,HsCD00399322,SP2,Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207],SP2,C2H2 ZF,zf-C2H2,2,2.3,2.3.1,2.3.1.1,PR000013901,NA,Q02086,Q9D2H6,B5DEH3,NA
ENSG00000167377,HsCD00514399,ZNF23,zinc finger protein 23 [Source:HGNC Symbol;Acc:HGNC:13023],ZNF23,C2H2 ZF,zf-C2H2,2,2.3,2.3.3,2.3.3.0,PR000677363,NA,P17027,,D3ZLR3,NA
